# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Bma003047.1	null.2331	Bma003047.1	protein_coding	79	84	86	467	1	2	2	9	0	0	58	0	434	74	5	10	45	1	1	20	0	0	52	79
Bma003048.1	null.2333	Bma003048.1	protein_coding	0	0	0	3327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3327
Bma003049.1	null.2334	Bma003049.1	protein_coding	269	744	1156	1160	20	36	18	19	1000	0	191	0	104	1071	3	0	20	5	1	80	4	0	734	68
Bma003050.1	null.2335	Bma003050.1	protein_coding	40	102	92	700	0	7	1	1	0	0	21	1	601	90	0	3	21	3	0	19	0	0	90	113
Bma003051.1	null.2336	Bma003051.1	protein_coding	56	42	56	1319	1	7	2	5	841	0	42	0	492	45	5	1	24	0	0	17	4	0	34	0
Bma003052.1	null.2337	Bma003052.1	protein_coding	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104
Bma003098.1	null.2376	Bma003098.1	protein_coding	28	137	136	175	1	4	0	2	0	0	13	0	56	129	1	2	16	0	0	13	0	0	132	127
Bma003110.1	null.2385	Bma003110.1	protein_coding	56	265	174	302	5	1	1	2	0	0	47	0	293	165	0	0	13	0	0	12	0	0	259	15
Bma003111.1	null.2386	Bma003111.1	protein_coding	0	0	0	1408	0	0	0	0	782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626
Bma003112.1	null.2387	Bma003112.1	protein_coding	102	147	180	202	3	12	1	16	0	0	62	0	227	168	3	8	26	0	0	51	0	0	128	5
Bma003116.1	null.2390	Bma003116.1	protein_coding	26	24	28	2275	0	0	1	3	2275	0	17	0	0	27	0	0	4	0	0	7	4	0	24	0
Bma003120.1	null.2394	Bma003120.1	protein_coding	195	345	474	2584	13	11	15	27	2332	0	162	0	290	416	7	5	38	0	0	28	3	0	319	0
Bma003121.1	null.2395	Bma003121.1	protein_coding	232	238	272	2856	11	31	13	18	2158	0	181	0	766	221	10	8	85	0	0	67	1	0	188	0
Bma003123.1	null.2397	Bma003123.1	protein_coding	30	144	105	708	1	2	2	0	708	0	18	0	0	100	0	0	3	0	0	12	2	1	143	0
Bma003233.1	null.2492	Bma003233.1	protein_coding	125	304	403	622	5	24	5	22	0	0	85	0	423	356	1	4	15	0	0	46	0	0	299	209
Bma003246.1	null.2505	Bma003246.1	protein_coding	174	193	237	1025	7	16	5	21	509	0	130	0	564	208	9	4	52	0	0	75	1	1	157	0
Bma003247.2	null.2506	Bma003247.2	protein_coding	0	0	0	1629	0	0	0	0	1629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma003264.2	null.2522	Bma003264.2	protein_coding	0	0	0	1426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1426
Bma003265.1	null.2523	Bma003265.1	protein_coding	175	195	307	749	5	32	2	12	168	0	115	0	624	283	5	9	44	0	0	81	1	2	164	0
Bma003284.1	null.2542	Bma003284.1	protein_coding	27	64	70	793	0	3	5	2	0	0	21	0	733	60	0	3	21	1	0	4	0	0	50	77
Bma003285.1	null.2543	Bma003285.1	protein_coding	0	0	0	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	954
Bma003362.1	null.2614	Bma003362.1	protein_coding	0	0	0	264	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma003363.1	null.2615	Bma003363.1	protein_coding	116	163	186	1399	2	12	5	4	0	0	98	0	1429	168	0	9	39	0	0	20	0	0	142	0
Bma003364.1	null.2616	Bma003364.1	protein_coding	0	0	0	1864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1864
Bma003372.1	null.2624	Bma003372.1	protein_coding	0	0	0	1882	0	0	0	0	1882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma003373.2	null.2625	Bma003373.2	protein_coding	249	511	485	637	3	18	7	33	266	0	148	0	441	447	6	9	88	0	0	121	2	0	456	0
Bma003374.1	null.2626	Bma003374.1	protein_coding	0	0	0	1882	0	0	0	0	1882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma003421.1	null.2671	Bma003421.1	protein_coding	0	0	0	741	0	0	0	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma003422.1	null.2672	Bma003422.1	protein_coding	110	174	204	253	8	12	10	2	62	0	89	0	187	180	3	3	44	6	0	21	1	0	153	31
Bma003423.1	null.2673	Bma003423.1	protein_coding	0	0	0	741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	741
Bma003450.1	null.2698	Bma003450.1	protein_coding	141	162	243	1302	8	7	9	13	0	0	119	0	954	215	2	0	12	1	1	34	0	0	152	359
Bma003457.1	null.2705	Bma003457.1	protein_coding	80	123	170	2544	11	2	14	10	1867	0	54	0	713	139	8	6	47	0	0	12	6	0	101	0
Bma003458.1	null.2706	Bma003458.1	protein_coding	246	462	480	1727	9	11	13	25	0	0	178	0	557	433	14	12	87	0	0	77	0	0	408	1250
Bma003459.1	null.2707	Bma003459.1	protein_coding	0	0	0	1665	0	0	0	0	1665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma003479.1	null.2723	Bma003479.1	protein_coding	0	0	0	909	0	0	0	0	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma003480.1	null.2724	Bma003480.1	protein_coding	70	232	348	260	9	0	5	4	137	0	36	2	0	331	0	0	0	2	0	33	0	0	230	123
Bma003497.1	null.2742	Bma003497.1	protein_coding	176	149	212	403	6	22	3	9	0	0	139	0	384	187	6	4	43	1	1	46	0	0	129	48
Bma003513.1	null.2758	Bma003513.1	protein_coding	0	0	0	890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890
Bma003514.1	null.2759	Bma003514.1	protein_coding	0	0	0	1638	0	0	0	0	748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890
Bma003515.1	null.2760	Bma003515.1	protein_coding	46	93	128	1371	1	7	1	9	0	0	42	0	504	112	1	0	40	0	0	14	0	0	71	890
Bma003516.1	null.2761	Bma003516.1	protein_coding	0	0	0	748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	748
Bma003572.1	null.2819	Bma003572.1	protein_coding	202	229	389	907	8	8	13	21	149	0	157	0	816	352	11	7	70	0	0	46	5	2	187	0
Bma003573.1	null.2820	Bma003573.1	protein_coding	0	0	0	1727	0	0	0	0	1727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma003578.1	null.2826	Bma003578.1	protein_coding	107	559	651	315	6	8	7	10	153	0	57	1	0	626	0	0	9	3	0	45	6	3	555	162
Bma003579.1	null.2827	Bma003579.1	protein_coding	0	0	0	1630	0	0	0	0	1630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma003676.1	null.2920	Bma003676.1	protein_coding	0	0	0	1381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1381
Bma003677.1	null.2921	Bma003677.1	protein_coding	63	279	304	735	5	1	8	6	0	0	55	0	0	285	0	0	0	0	0	14	0	0	279	735
Bma003687.1	null.2931	Bma003687.1	protein_coding	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395
Bma003688.1	null.2932	Bma003688.1	protein_coding	36	168	168	23	4	0	11	5	0	0	32	0	0	149	0	0	0	0	0	4	0	0	168	23
Bma003699.1	null.2944	Bma003699.1	protein_coding	0	0	0	1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1123
Bma003700.1	null.2945	Bma003700.1	protein_coding	194	278	347	1823	8	24	9	4	568	0	136	0	1365	310	21	13	122	0	0	47	0	0	202	0
Bma003715.1	null.2958	Bma003715.1	protein_coding	0	0	0	1012	0	0	0	0	1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma003716.1	null.2959	Bma003716.1	protein_coding	118	152	160	582	6	16	10	7	0	0	89	0	423	130	4	9	33	1	0	38	0	0	127	197
Bma003757.1	null.2996	Bma003757.1	protein_coding	32	23	26	1814	2	2	4	2	224	0	23	0	1596	19	2	0	14	0	0	6	5	1	18	0
Bma003758.1	null.2997	Bma003758.1	protein_coding	0	0	0	1894	0	0	0	0	1894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma003794.1	null.3030	Bma003794.1	protein_coding	0	0	0	1907	0	0	0	0	1907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma003795.1	null.3031	Bma003795.1	protein_coding	230	591	608	478	11	27	16	15	0	0	170	0	555	551	10	10	101	0	0	68	0	0	526	8
Bma003796.2	null.3032	Bma003796.2	protein_coding	0	0	0	1907	0	0	0	0	1907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma003802.1	null.3036	Bma003802.1	protein_coding	0	0	0	1115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1115
Bma003803.1	null.3037	Bma003803.1	protein_coding	128	153	162	672	10	13	7	3	10	0	89	0	745	139	13	17	87	0	0	35	0	1	99	0
Bma003804.1	null.3038	Bma003804.1	protein_coding	0	0	0	1115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1115
Bma003871.1	null.3102	Bma003871.1	protein_coding	143	205	278	2068	6	13	16	10	937	0	104	0	1193	243	13	7	80	0	0	40	5	2	161	0
Bma003872.1	null.3103	Bma003872.1	protein_coding	20	11	13	2654	0	1	3	2	238	0	13	0	251	9	5	0	21	0	0	6	5	0	5	2176
Bma003873.1	null.3104	Bma003873.1	protein_coding	0	0	0	1080	0	0	0	0	1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma003875.2	null.3106	Bma003875.2	protein_coding	22	49	40	1111	1	1	0	0	0	0	16	0	1136	38	1	3	25	0	0	4	0	0	28	0
Bma003878.2	null.3109	Bma003878.2	protein_coding	0	0	0	1309	0	0	0	0	1309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma003879.1	null.3110	Bma003879.1	protein_coding	100	264	283	2187	2	15	5	2	0	0	75	0	183	264	2	5	39	0	0	32	0	0	236	2039
Bma003880.1	null.3111	Bma003880.1	protein_coding	86	154	186	2408	2	15	4	6	1089	0	55	0	1382	165	9	6	76	0	0	20	1	1	105	0
Bma003964.2	null.3187	Bma003964.2	protein_coding	0	0	0	1099	0	0	0	0	0	0	0	0	1099	0	0	0	0	0	0	0	0	0	0	0
Bma003997.1	null.3218	Bma003997.1	protein_coding	165	335	383	1078	7	10	10	17	378	0	117	0	755	350	10	8	73	0	0	46	2	2	296	0
Bma003998.1	null.3219	Bma003998.1	protein_coding	0	0	0	1672	0	0	0	0	1672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma004011.1	null.3230	Bma004011.1	protein_coding	0	0	0	955	0	0	0	0	955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma004012.1	null.3231	Bma004012.1	protein_coding	84	306	350	218	5	6	4	1	218	0	53	0	0	337	0	0	12	0	0	30	11	1	305	0
Bma004013.1	null.3232	Bma004013.1	protein_coding	0	0	0	955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955
Bma004136.1	null.3328	Bma004136.1	protein_coding	75	192	181	672	3	7	1	1	142	0	46	0	579	173	11	3	55	0	0	21	0	0	157	0
Bma004170.1	null.3346	Bma004170.1	protein_coding	0	0	0	340	0	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma004171.1	null.3347	Bma004171.1	protein_coding	68	83	99	90	2	9	2	2	0	0	50	0	100	89	3	0	15	0	0	22	0	0	76	0
Bma004172.2	null.3348	Bma004172.2	protein_coding	0	0	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340
Bma004198.1	null.3371	Bma004198.1	protein_coding	0	0	0	1238	0	0	0	0	1238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma004199.1	null.3372	Bma004199.1	protein_coding	47	228	394	586	0	1	0	1	0	0	21	1	0	393	0	0	0	2	1	25	0	0	226	586
Bma004254.1	null.3416	Bma004254.1	protein_coding	273	650	994	562	19	35	37	30	264	0	225	0	338	887	10	4	36	0	0	55	0	0	624	0
Bma004283.1	null.3441	Bma004283.1	protein_coding	139	175	166	980	7	14	3	22	296	1	90	0	773	145	12	16	97	0	0	52	1	2	111	0
Bma004284.1	null.3442	Bma004284.1	protein_coding	0	0	0	1460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1460
Bma004376.2	null.3515	Bma004376.2	protein_coding	184	224	178	1043	7	17	7	8	0	0	131	0	1133	149	22	10	95	0	0	40	0	0	166	0
Bma004442.1	null.3561	Bma004442.1	protein_coding	27	173	102	693	0	4	0	0	0	0	11	0	706	100	2	4	12	0	0	11	0	0	166	0
Bma004480.2	null.3588	Bma004480.2	protein_coding	185	562	697	3087	6	23	7	10	580	0	121	0	2560	656	10	6	59	0	0	55	1	1	524	0
Bma004490.1	null.3593	Bma004490.1	protein_coding	65	507	392	162	3	5	1	9	116	0	42	0	0	375	0	0	3	0	0	25	3	0	507	46
Bma004491.1	null.3594	Bma004491.1	protein_coding	0	0	0	1125	0	0	0	0	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma004651.1	null.3718	Bma004651.1	protein_coding	0	0	0	1443	0	0	0	0	1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma004773.1	null.3797	Bma004773.1	protein_coding	76	86	113	922	2	20	3	3	0	0	48	0	965	97	8	8	42	0	0	32	0	0	59	0
Bma004774.1	null.3798	Bma004774.1	protein_coding	0	0	0	1197	0	0	0	0	1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma004801.1	null.3812	Bma004801.1	protein_coding	150	398	558	490	3	29	10	14	0	0	104	0	479	514	1	6	24	0	0	57	0	0	386	30
Bma005045.1	null.3950	Bma005045.1	protein_coding	42	108	104	825	0	5	1	1	0	0	27	0	691	102	3	4	29	0	0	17	0	0	91	158
Bma005048.1	null.3952	Bma005048.1	protein_coding	37	65	98	813	0	2	2	3	0	0	21	0	831	95	2	2	26	0	0	17	0	0	51	0
Bma005146.1	null.3999	Bma005146.1	protein_coding	0	0	0	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972
Bma005147.1	null.4000	Bma005147.1	protein_coding	1	0	0	971	0	0	0	0	0	0	1	0	971	0	0	0	1	0	0	0	0	0	0	0
Bma005308.1	null.4091	Bma005308.1	protein_coding	16	150	227	444	1	0	0	1	0	0	9	1	403	225	0	0	14	0	0	8	0	0	135	55
Bma005324.1	null.4101	Bma005324.1	protein_coding	37	108	69	107	0	13	0	4	0	0	22	0	135	55	8	1	25	0	0	15	0	0	89	0
Bma005435.1	null.4182	Bma005435.1	protein_coding	0	0	0	52	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma005436.1	null.4183	Bma005436.1	protein_coding	146	207	257	276	7	11	5	32	0	0	105	0	330	223	6	13	57	0	0	53	0	0	172	0
Bma005437.1	null.4184	Bma005437.1	protein_coding	0	0	0	886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886
Bma005438.1	null.4185	Bma005438.1	protein_coding	0	0	0	834	0	0	0	0	834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma005473.2	null.4207	Bma005473.2	protein_coding	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45
Bma005474.1	null.4208	Bma005474.1	protein_coding	0	0	0	1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1251
Bma005475.1	null.4209	Bma005475.1	protein_coding	137	178	255	681	2	29	6	2	251	0	97	0	480	233	6	4	62	0	0	55	3	1	137	0
Bma005482.1	null.4216	Bma005482.1	protein_coding	63	75	117	1157	3	4	2	5	0	0	46	0	1199	105	7	5	46	0	0	10	0	0	45	0
Bma005510.1	null.4245	Bma005510.1	protein_coding	0	0	0	1428	0	0	0	0	1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma005511.1	null.4246	Bma005511.1	protein_coding	122	132	130	1131	7	23	4	7	0	0	93	0	1087	101	7	10	65	0	0	34	0	0	89	104
Bma005512.1	null.4247	Bma005512.1	protein_coding	0	0	0	1515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1515
Bma005520.1	null.4254	Bma005520.1	protein_coding	0	0	0	1007	0	0	0	0	1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma005521.1	null.4255	Bma005521.1	protein_coding	98	252	328	912	8	12	12	17	0	0	83	0	938	280	3	3	31	0	0	11	0	0	232	0
Bma005565.1	null.4298	Bma005565.1	protein_coding	0	0	0	918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	918
Bma005566.1	null.4299	Bma005566.1	protein_coding	132	217	193	876	2	14	9	10	0	0	85	0	790	169	10	15	85	0	0	52	0	0	160	168
Bma005567.1	null.4300	Bma005567.1	protein_coding	0	0	0	1418	0	0	0	0	1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma005650.1	null.4386	Bma005650.1	protein_coding	6	15	18	1995	0	0	0	0	1995	0	2	0	0	18	0	0	3	0	0	2	2	1	14	0
Bma005651.1	null.4387	Bma005651.1	protein_coding	0	0	0	2034	0	0	0	0	2034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma005660.1	null.4395	Bma005660.1	protein_coding	0	0	0	2938	0	0	0	0	2938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma005661.1	null.4396	Bma005661.1	protein_coding	426	752	992	769	16	37	33	13	216	0	343	0	425	913	8	13	107	5	0	87	4	1	685	215
Bma005662.1	null.4397	Bma005662.1	protein_coding	80	474	404	141	6	1	3	6	0	0	49	0	0	389	0	0	0	9	0	31	0	0	474	141
Bma005663.1	null.4398	Bma005663.1	protein_coding	0	0	0	1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1090
Bma005682.1	null.4416	Bma005682.1	protein_coding	0	0	0	1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1249
Bma005683.1	null.4417	Bma005683.1	protein_coding	0	0	0	1249	0	0	0	0	1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma005688.1	null.4423	Bma005688.1	protein_coding	0	0	0	797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	797
Bma005689.1	null.4424	Bma005689.1	protein_coding	0	0	0	797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	797
Bma005699.1	null.4438	Bma005699.1	protein_coding	0	0	0	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	813
Bma005700.1	null.4439	Bma005700.1	protein_coding	99	203	233	278	4	9	6	17	189	0	70	1	0	208	0	0	2	2	1	30	2	0	201	89
Bma005701.1	null.4440	Bma005701.1	protein_coding	0	0	0	813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	813
Bma005702.1	null.4441	Bma005702.1	protein_coding	87	349	520	675	4	1	4	5	631	0	62	1	0	507	0	0	1	1	1	25	1	0	347	44
Bma005703.1	null.4443	Bma005703.1	protein_coding	82	248	281	1706	3	1	2	4	0	0	48	2	0	272	0	0	0	1	1	37	0	0	245	1706
Bma005715.1	null.4457	Bma005715.1	protein_coding	102	191	300	1124	6	4	8	13	815	0	69	0	349	274	8	5	45	0	0	26	4	2	162	0
Bma005716.1	null.4458	Bma005716.1	protein_coding	0	0	0	1716	0	0	0	0	1716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma005786.1	null.4527	Bma005786.1	protein_coding	0	0	0	1468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1468
Bma005799.1	null.4544	Bma005799.1	protein_coding	0	0	0	1232	0	0	0	0	1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma005800.1	null.4545	Bma005800.1	protein_coding	76	248	218	690	3	4	6	0	0	0	51	0	681	208	4	3	37	0	0	22	0	0	222	42
Bma005801.1	null.4546	Bma005801.1	protein_coding	0	0	0	1232	0	0	0	0	1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma005802.1	null.4547	Bma005802.1	protein_coding	68	284	339	190	4	13	7	7	190	0	52	0	0	309	0	0	2	0	0	19	2	0	284	0
Bma005803.1	null.4548	Bma005803.1	protein_coding	0	0	0	880	0	0	0	0	880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma005831.1	null.4573	Bma005831.1	protein_coding	0	0	0	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	811
Bma005869.1	null.4615	Bma005869.1	protein_coding	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402
Bma005870.1	null.4616	Bma005870.1	protein_coding	75	145	182	0	2	8	2	2	0	0	63	0	0	169	0	0	0	0	0	17	0	0	145	0
Bma005902.2	null.4639	Bma005902.2	protein_coding	130	186	210	611	4	14	1	9	0	0	82	0	681	197	11	9	81	0	0	39	0	0	136	0
Bma005927.1	null.4656	Bma005927.1	protein_coding	0	0	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529
Bma005928.1	null.4657	Bma005928.1	protein_coding	50	83	99	297	1	4	4	1	0	0	40	0	325	91	1	4	31	0	0	9	0	0	60	0
Bma005962.1	null.4683	Bma005962.1	protein_coding	54	233	179	164	1	11	2	4	0	0	35	0	194	163	7	2	29	0	0	19	0	0	212	0
Bma005972.1	null.4694	Bma005972.1	protein_coding	333	523	598	1477	15	45	17	26	402	0	255	0	1199	524	13	11	143	0	0	106	4	1	422	0
Bma005975.1	null.4697	Bma005975.1	protein_coding	252	753	600	1175	13	42	17	5	0	0	182	1	1071	542	12	7	79	5	2	94	0	0	704	169
Bma005976.1	null.4698	Bma005976.1	protein_coding	11	37	52	2680	1	1	0	0	20	0	5	0	0	50	0	0	1	0	0	6	1	0	37	2660
Bma005977.1	null.4699	Bma005977.1	protein_coding	0	0	0	660	0	0	0	0	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma005979.1	null.4701	Bma005979.1	protein_coding	0	0	0	486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	486
Bma005980.2	null.4702	Bma005980.2	protein_coding	41	147	198	100	0	1	1	1	0	0	20	0	143	196	7	2	48	0	0	16	0	0	113	0
Bma005981.1	null.4703	Bma005981.1	protein_coding	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82
Bma006001.1	null.4718	Bma006001.1	protein_coding	0	0	0	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	669
Bma006002.1	null.4720	Bma006002.1	protein_coding	0	0	0	2116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2116
Bma006034.1	null.4744	Bma006034.1	protein_coding	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460
Bma006035.1	null.4745	Bma006035.1	protein_coding	213	727	1079	555	6	28	15	1	0	0	123	0	607	1047	1	10	56	0	0	103	0	0	686	0
Bma006066.1	null.4771	Bma006066.1	protein_coding	381	964	701	1048	20	44	35	11	0	0	304	0	1084	616	9	3	40	0	0	107	0	0	940	0
Bma006123.1	null.4807	Bma006123.1	protein_coding	54	161	181	611	3	3	1	4	0	0	31	0	658	174	7	9	46	0	0	11	0	0	130	0
Bma006125.1	null.4809	Bma006125.1	protein_coding	292	330	423	1698	17	13	12	35	197	0	213	0	1037	370	11	19	127	0	0	102	1	4	255	565
Bma006126.1	null.4810	Bma006126.1	protein_coding	0	0	0	2178	0	0	0	0	2178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma006156.1	null.4823	Bma006156.1	protein_coding	9	29	24	2592	0	0	0	2	0	0	4	0	2614	22	0	5	21	0	0	0	0	0	12	0
Bma006163.1	null.4829	Bma006163.1	protein_coding	0	0	0	243	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma006164.2	null.4830	Bma006164.2	protein_coding	150	149	190	1448	6	11	11	19	0	0	118	0	1489	158	1	5	55	0	0	53	0	0	114	0
Bma006201.1	null.4851	Bma006201.1	protein_coding	64	148	144	586	2	10	3	3	61	0	43	0	576	132	11	1	56	0	0	16	0	1	108	0
Bma006240.1	null.4875	Bma006240.1	protein_coding	126	123	187	887	3	10	3	22	498	0	86	0	432	163	7	5	57	0	0	51	3	1	91	0
Bma006241.1	null.4876	Bma006241.1	protein_coding	106	163	214	1784	8	4	4	12	483	0	79	0	1343	191	10	5	47	0	0	26	2	0	136	0
Bma006288.1	null.4901	Bma006288.1	protein_coding	102	109	119	718	4	9	5	15	2	0	62	0	765	96	12	7	45	0	0	30	1	0	79	0
Bma006413.1	null.4987	Bma006413.1	protein_coding	51	81	93	639	4	5	4	4	0	0	32	0	29	83	0	4	6	0	0	21	0	0	79	616
Bma006428.1	null.4995	Bma006428.1	protein_coding	30	108	154	347	1	1	1	2	0	0	22	0	360	149	1	3	12	0	0	6	0	0	99	0
Bma006642.1	null.5107	Bma006642.1	protein_coding	92	351	335	0	4	10	8	5	0	0	70	0	0	310	0	0	0	0	0	30	0	0	351	0
Bma006764.1	null.5165	Bma006764.1	protein_coding	103	127	134	382	0	7	3	18	0	0	65	0	382	116	10	8	40	4	0	33	0	0	97	48
Bma006845.1	null.5214	Bma006845.1	protein_coding	0	0	0	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	845
Bma006862.1	null.5224	Bma006862.1	protein_coding	34	203	162	711	0	0	2	2	52	0	25	0	684	159	2	1	29	0	0	6	0	0	181	0
Bma006890.1	null.5241	Bma006890.1	protein_coding	145	213	255	1334	10	12	9	15	0	0	90	0	1412	223	14	16	73	0	0	45	0	0	165	0
Bma006891.1	null.5242	Bma006891.1	protein_coding	0	0	0	1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1327
Bma006895.1	null.5246	Bma006895.1	protein_coding	0	0	0	899	0	0	0	0	899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma006896.1	null.5247	Bma006896.1	protein_coding	0	0	0	1621	0	0	0	0	1621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma006897.1	null.5248	Bma006897.1	protein_coding	149	438	831	204	9	35	8	3	96	0	100	0	0	790	0	0	8	2	1	46	6	0	437	108
Bma006898.1	null.5249	Bma006898.1	protein_coding	0	0	0	1621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1621
Bma006900.1	null.5251	Bma006900.1	protein_coding	48	116	223	157	3	1	3	6	0	0	38	0	179	213	1	3	23	0	0	20	0	0	98	0
